,index,name,status,team_year
0,1,Alaa Abdelnaby,OK,Portland Trail Blazers 1990-91
1,1,Alaa Abdelnaby,OK,Portland Trail Blazers 1991-92
2,1,Alaa Abdelnaby,OK,Milwaukee Bucks 1992-93
3,1,Alaa Abdelnaby,OK,Boston Celtics 1992-93
4,1,Alaa Abdelnaby,OK,Boston Celtics 1993-94
5,1,Alaa Abdelnaby,OK,Sacramento Kings 1994-95
6,1,Alaa Abdelnaby,OK,Philadelphia 76ers 1994-95
7,2,Zaid Abdul-Aziz,OK,Cincinnati Royals 1968-69
8,2,Zaid Abdul-Aziz,OK,Milwaukee Bucks 1968-69
9,2,Zaid Abdul-Aziz,OK,Milwaukee Bucks 1969-70
10,2,Zaid Abdul-Aziz,OK,Seattle SuperSonics 1970-71
11,2,Zaid Abdul-Aziz,OK,Seattle SuperSonics 1971-72
12,2,Zaid Abdul-Aziz,OK,Houston Rockets 1972-73
13,2,Zaid Abdul-Aziz,OK,Houston Rockets 1973-74
14,2,Zaid Abdul-Aziz,OK,Houston Rockets 1974-75
15,2,Zaid Abdul-Aziz,OK,Seattle SuperSonics 1975-76
16,2,Zaid Abdul-Aziz,OK,Buffalo Braves 1976-77
17,2,Zaid Abdul-Aziz,OK,Boston Celtics 1977-78
18,2,Zaid Abdul-Aziz,OK,Houston Rockets 1977-78
19,3,Kareem Abdul-Jabbar,OK,Milwaukee Bucks 1969-70
20,3,Kareem Abdul-Jabbar,OK,Milwaukee Bucks 1970-71
21,3,Kareem Abdul-Jabbar,OK,Milwaukee Bucks 1971-72
22,3,Kareem Abdul-Jabbar,OK,Milwaukee Bucks 1972-73
23,3,Kareem Abdul-Jabbar,OK,Milwaukee Bucks 1973-74
24,3,Kareem Abdul-Jabbar,OK,Milwaukee Bucks 1974-75
25,3,Kareem Abdul-Jabbar,OK,Los Angeles Lakers 1975-76
26,3,Kareem Abdul-Jabbar,OK,Los Angeles Lakers 1976-77
27,3,Kareem Abdul-Jabbar,OK,Los Angeles Lakers 1977-78
28,3,Kareem Abdul-Jabbar,OK,Los Angeles Lakers 1978-79
29,3,Kareem Abdul-Jabbar,OK,Los Angeles Lakers 1979-80
30,3,Kareem Abdul-Jabbar,OK,Los Angeles Lakers 1980-81
31,3,Kareem Abdul-Jabbar,OK,Los Angeles Lakers 1981-82
32,3,Kareem Abdul-Jabbar,OK,Los Angeles Lakers 1982-83
33,3,Kareem Abdul-Jabbar,OK,Los Angeles Lakers 1983-84
34,3,Kareem Abdul-Jabbar,OK,Los Angeles Lakers 1984-85
35,3,Kareem Abdul-Jabbar,OK,Los Angeles Lakers 1985-86
36,3,Kareem Abdul-Jabbar,OK,Los Angeles Lakers 1986-87
37,3,Kareem Abdul-Jabbar,OK,Los Angeles Lakers 1987-88
38,3,Kareem Abdul-Jabbar,OK,Los Angeles Lakers 1988-89
39,4,Mahmoud Abdul-Rauf,OK,Denver Nuggets 1990-91
40,4,Mahmoud Abdul-Rauf,OK,Denver Nuggets 1991-92
41,4,Mahmoud Abdul-Rauf,OK,Denver Nuggets 1992-93
42,4,Mahmoud Abdul-Rauf,OK,Denver Nuggets 1993-94
43,4,Mahmoud Abdul-Rauf,OK,Denver Nuggets 1994-95
44,4,Mahmoud Abdul-Rauf,OK,Denver Nuggets 1995-96
45,4,Mahmoud Abdul-Rauf,OK,Sacramento Kings 1996-97
46,4,Mahmoud Abdul-Rauf,OK,Sacramento Kings 1997-98
47,4,Mahmoud Abdul-Rauf,OK,Vancouver Grizzlies 2000-01
48,5,Tariq Abdul-Wahad,OK,Sacramento Kings 1997-98
49,5,Tariq Abdul-Wahad,OK,Sacramento Kings 1998-99
50,5,Tariq Abdul-Wahad,OK,Orlando Magic 1999-00
51,5,Tariq Abdul-Wahad,OK,Denver Nuggets 1999-00
52,5,Tariq Abdul-Wahad,OK,Denver Nuggets 2000-01
53,5,Tariq Abdul-Wahad,OK,Denver Nuggets 2001-02
54,5,Tariq Abdul-Wahad,OK,Dallas Mavericks 2001-02
55,5,Tariq Abdul-Wahad,OK,Dallas Mavericks 2002-03
56,6,Shareef Abdur-Rahim,OK,Vancouver Grizzlies 1996-97
57,6,Shareef Abdur-Rahim,OK,Vancouver Grizzlies 1997-98
58,6,Shareef Abdur-Rahim,OK,Vancouver Grizzlies 1998-99
59,6,Shareef Abdur-Rahim,OK,Vancouver Grizzlies 1999-00
60,6,Shareef Abdur-Rahim,OK,Vancouver Grizzlies 2000-01
61,6,Shareef Abdur-Rahim,OK,Atlanta Hawks 2001-02
62,6,Shareef Abdur-Rahim,OK,Atlanta Hawks 2002-03
63,6,Shareef Abdur-Rahim,OK,Atlanta Hawks 2003-04
64,6,Shareef Abdur-Rahim,OK,Portland Trail Blazers 2003-04
65,6,Shareef Abdur-Rahim,OK,Portland Trail Blazers 2004-05
66,6,Shareef Abdur-Rahim,OK,Sacramento Kings 2005-06
67,6,Shareef Abdur-Rahim,OK,Sacramento Kings 2006-07
68,6,Shareef Abdur-Rahim,OK,Sacramento Kings 2007-08
69,7,Tom Abernethy,OK,Los Angeles Lakers 1976-77
70,7,Tom Abernethy,OK,Los Angeles Lakers 1977-78
71,7,Tom Abernethy,OK,Golden State Warriors 1978-79
72,7,Tom Abernethy,OK,Golden State Warriors 1979-80
73,7,Tom Abernethy,OK,Golden State Warriors 1980-81
74,7,Tom Abernethy,OK,Indiana Pacers 1980-81
75,8,Forest Able,OK,Syracuse Nationals 1956-57
76,9,John Abramovic,OK,Pittsburgh Ironmen 1946-47
77,9,John Abramovic,OK,St. Louis Bombers 1947-48
78,9,John Abramovic,OK,Baltimore Bullets 1947-48
79,10,Álex Abrines,OK,Oklahoma City Thunder 2016-17
80,10,Álex Abrines,OK,Oklahoma City Thunder 2017-18
81,10,Álex Abrines,OK,Oklahoma City Thunder 2018-19
82,11,Precious Achiuwa,OK,Miami Heat 2020-21
83,11,Precious Achiuwa,OK,Toronto Raptors 2021-22
84,11,Precious Achiuwa,OK,Toronto Raptors 2022-23
85,12,Alex Acker,OK,Detroit Pistons 2005-06
86,12,Alex Acker,OK,Detroit Pistons 2008-09
87,12,Alex Acker,OK,Los Angeles Clippers 2008-09
88,13,Don Ackerman,OK,New York Knicks 1953-54
89,14,Mark Acres,OK,Boston Celtics 1987-88
90,14,Mark Acres,OK,Boston Celtics 1988-89
91,14,Mark Acres,OK,Orlando Magic 1989-90
92,14,Mark Acres,OK,Orlando Magic 1990-91
93,14,Mark Acres,OK,Orlando Magic 1991-92
94,14,Mark Acres,OK,Houston Rockets 1992-93
95,14,Mark Acres,OK,Washington Bullets 1992-93
96,15,Bud Acton,OK,San Diego Rockets 1967-68
97,16,Quincy Acy,OK,Toronto Raptors 2012-13
98,16,Quincy Acy,OK,Toronto Raptors 2013-14
99,16,Quincy Acy,OK,Sacramento Kings 2013-14
100,16,Quincy Acy,OK,New York Knicks 2014-15
101,16,Quincy Acy,OK,Sacramento Kings 2015-16
102,16,Quincy Acy,OK,Dallas Mavericks 2016-17
103,16,Quincy Acy,OK,Brooklyn Nets 2016-17
104,16,Quincy Acy,OK,Brooklyn Nets 2017-18
105,16,Quincy Acy,OK,Phoenix Suns 2018-19
106,17,Alvan Adams,OK,Phoenix Suns 1975-76
107,17,Alvan Adams,OK,Phoenix Suns 1976-77
108,17,Alvan Adams,OK,Phoenix Suns 1977-78
109,17,Alvan Adams,OK,Phoenix Suns 1978-79
110,17,Alvan Adams,OK,Phoenix Suns 1979-80
111,17,Alvan Adams,OK,Phoenix Suns 1980-81
112,17,Alvan Adams,OK,Phoenix Suns 1981-82
113,17,Alvan Adams,OK,Phoenix Suns 1982-83
114,17,Alvan Adams,OK,Phoenix Suns 1983-84
115,17,Alvan Adams,OK,Phoenix Suns 1984-85
116,17,Alvan Adams,OK,Phoenix Suns 1985-86
117,17,Alvan Adams,OK,Phoenix Suns 1986-87
118,17,Alvan Adams,OK,Phoenix Suns 1987-88
119,18,Don Adams,OK,San Diego Rockets 1970-71
120,18,Don Adams,OK,Houston Rockets 1971-72
121,18,Don Adams,OK,Atlanta Hawks 1971-72
122,18,Don Adams,OK,Atlanta Hawks 1972-73
123,18,Don Adams,OK,Detroit Pistons 1972-73
124,18,Don Adams,OK,Detroit Pistons 1973-74
125,18,Don Adams,OK,Detroit Pistons 1974-75
126,18,Don Adams,OK,Buffalo Braves 1975-76
127,18,Don Adams,OK,Buffalo Braves 1976-77
128,19,Hassan Adams,OK,New Jersey Nets 2006-07
129,19,Hassan Adams,OK,Toronto Raptors 2008-09
130,20,Jaylen Adams,OK,Atlanta Hawks 2018-19
131,20,Jaylen Adams,OK,Milwaukee Bucks 2020-21
132,21,Jordan Adams,OK,Memphis Grizzlies 2014-15
133,21,Jordan Adams,OK,Memphis Grizzlies 2015-16
134,22,Josh Adams,ERROR,
135,23,Michael Adams,OK,Sacramento Kings 1985-86
136,23,Michael Adams,OK,Washington Bullets 1986-87
137,23,Michael Adams,OK,Denver Nuggets 1987-88
138,23,Michael Adams,OK,Denver Nuggets 1988-89
139,23,Michael Adams,OK,Denver Nuggets 1989-90
140,23,Michael Adams,OK,Denver Nuggets 1990-91
141,23,Michael Adams,OK,Washington Bullets 1991-92
142,23,Michael Adams,OK,Washington Bullets 1992-93
143,23,Michael Adams,OK,Washington Bullets 1993-94
144,23,Michael Adams,OK,Charlotte Hornets 1994-95
145,23,Michael Adams,OK,Charlotte Hornets 1995-96
146,24,Steven Adams,OK,Oklahoma City Thunder 2013-14
147,24,Steven Adams,OK,Oklahoma City Thunder 2014-15
148,24,Steven Adams,OK,Oklahoma City Thunder 2015-16
149,24,Steven Adams,OK,Oklahoma City Thunder 2016-17
150,24,Steven Adams,OK,Oklahoma City Thunder 2017-18
151,24,Steven Adams,OK,Oklahoma City Thunder 2018-19
152,24,Steven Adams,OK,Oklahoma City Thunder 2019-20
153,24,Steven Adams,OK,New Orleans Pelicans 2020-21
154,24,Steven Adams,OK,Memphis Grizzlies 2021-22
155,24,Steven Adams,OK,Memphis Grizzlies 2022-23
156,25,Rafael Addison,OK,Phoenix Suns 1986-87
157,25,Rafael Addison,OK,New Jersey Nets 1991-92
158,25,Rafael Addison,OK,New Jersey Nets 1992-93
159,25,Rafael Addison,OK,Detroit Pistons 1994-95
160,25,Rafael Addison,OK,Charlotte Hornets 1995-96
161,25,Rafael Addison,OK,Charlotte Hornets 1996-97
162,26,Bam Adebayo,OK,Miami Heat 2017-18
163,26,Bam Adebayo,OK,Miami Heat 2018-19
164,26,Bam Adebayo,OK,Miami Heat 2019-20
165,26,Bam Adebayo,OK,Miami Heat 2020-21
166,26,Bam Adebayo,OK,Miami Heat 2021-22
167,26,Bam Adebayo,OK,Miami Heat 2022-23
168,27,Deng Adel,OK,Cleveland Cavaliers 2018-19
169,28,Rick Adelman,OK,San Diego Rockets 1968-69
170,28,Rick Adelman,OK,San Diego Rockets 1969-70
171,28,Rick Adelman,OK,Portland Trail Blazers 1970-71
172,28,Rick Adelman,OK,Portland Trail Blazers 1971-72
173,28,Rick Adelman,OK,Portland Trail Blazers 1972-73
174,28,Rick Adelman,OK,Chicago Bulls 1973-74
175,28,Rick Adelman,OK,Chicago Bulls 1974-75
176,28,Rick Adelman,OK,New Orleans Jazz 1974-75
177,28,Rick Adelman,OK,Kansas City-Omaha Kings 1974-75
178,29,Jeff Adrien,OK,Golden State Warriors 2010-11
179,29,Jeff Adrien,OK,Houston Rockets 2011-12
180,29,Jeff Adrien,OK,Charlotte Bobcats 2012-13
181,29,Jeff Adrien,OK,Charlotte Bobcats 2013-14
182,29,Jeff Adrien,OK,Milwaukee Bucks 2013-14
183,29,Jeff Adrien,OK,Minnesota Timberwolves 2014-15
184,30,Arron Afflalo,OK,Detroit Pistons 2007-08
185,30,Arron Afflalo,OK,Detroit Pistons 2008-09
186,30,Arron Afflalo,OK,Denver Nuggets 2009-10
187,30,Arron Afflalo,OK,Denver Nuggets 2010-11
188,30,Arron Afflalo,OK,Denver Nuggets 2011-12
189,30,Arron Afflalo,OK,Orlando Magic 2012-13
190,30,Arron Afflalo,OK,Orlando Magic 2013-14
191,30,Arron Afflalo,OK,Denver Nuggets 2014-15
192,30,Arron Afflalo,OK,Portland Trail Blazers 2014-15
193,30,Arron Afflalo,OK,New York Knicks 2015-16
194,30,Arron Afflalo,OK,Sacramento Kings 2016-17
195,30,Arron Afflalo,OK,Orlando Magic 2017-18
196,31,Ochai Agbaji,OK,Utah Jazz 2022-23
197,32,Maurice Ager,OK,Dallas Mavericks 2006-07
198,32,Maurice Ager,OK,Dallas Mavericks 2007-08
199,32,Maurice Ager,OK,New Jersey Nets 2007-08
200,32,Maurice Ager,OK,New Jersey Nets 2008-09
201,32,Maurice Ager,OK,Minnesota Timberwolves 2010-11
202,33,Mark Aguirre,OK,Dallas Mavericks 1981-82
203,33,Mark Aguirre,OK,Dallas Mavericks 1982-83
204,33,Mark Aguirre,OK,Dallas Mavericks 1983-84
205,33,Mark Aguirre,OK,Dallas Mavericks 1984-85
206,33,Mark Aguirre,OK,Dallas Mavericks 1985-86
207,33,Mark Aguirre,OK,Dallas Mavericks 1986-87
208,33,Mark Aguirre,OK,Dallas Mavericks 1987-88
209,33,Mark Aguirre,OK,Dallas Mavericks 1988-89
210,33,Mark Aguirre,OK,Detroit Pistons 1988-89
211,33,Mark Aguirre,OK,Detroit Pistons 1989-90
212,33,Mark Aguirre,OK,Detroit Pistons 1990-91
213,33,Mark Aguirre,OK,Detroit Pistons 1991-92
214,33,Mark Aguirre,OK,Detroit Pistons 1992-93
215,33,Mark Aguirre,OK,Los Angeles Clippers 1993-94
216,34,Blake Ahearn,OK,Miami Heat 2007-08
217,34,Blake Ahearn,OK,San Antonio Spurs 2008-09
218,34,Blake Ahearn,OK,Utah Jazz 2011-12
219,35,Danny Ainge,OK,Boston Celtics 1981-82
220,35,Danny Ainge,OK,Boston Celtics 1982-83
221,35,Danny Ainge,OK,Boston Celtics 1983-84
222,35,Danny Ainge,OK,Boston Celtics 1984-85
223,35,Danny Ainge,OK,Boston Celtics 1985-86
224,35,Danny Ainge,OK,Boston Celtics 1986-87
225,35,Danny Ainge,OK,Boston Celtics 1987-88
226,35,Danny Ainge,OK,Boston Celtics 1988-89
227,35,Danny Ainge,OK,Sacramento Kings 1988-89
228,35,Danny Ainge,OK,Sacramento Kings 1989-90
229,35,Danny Ainge,OK,Portland Trail Blazers 1990-91
230,35,Danny Ainge,OK,Portland Trail Blazers 1991-92
231,35,Danny Ainge,OK,Phoenix Suns 1992-93
232,35,Danny Ainge,OK,Phoenix Suns 1993-94
233,35,Danny Ainge,OK,Phoenix Suns 1994-95
234,36,Alexis Ajinca,OK,Charlotte Bobcats 2008-09
235,36,Alexis Ajinca,OK,Charlotte Bobcats 2009-10
236,36,Alexis Ajinca,OK,Dallas Mavericks 2010-11
237,36,Alexis Ajinca,OK,Toronto Raptors 2010-11
238,36,Alexis Ajinca,OK,New Orleans Pelicans 2013-14
239,36,Alexis Ajinca,OK,New Orleans Pelicans 2014-15
240,36,Alexis Ajinca,OK,New Orleans Pelicans 2015-16
241,36,Alexis Ajinca,OK,New Orleans Pelicans 2016-17
242,37,Henry Akin,OK,New York Knicks 1966-67
243,37,Henry Akin,OK,Seattle SuperSonics 1967-68
244,38,Josh Akognon,OK,Dallas Mavericks 2012-13
245,39,DeVaughn Akoon-Purcell,OK,Denver Nuggets 2018-19
246,40,Solomon Alabi,OK,Toronto Raptors 2010-11
247,40,Solomon Alabi,OK,Toronto Raptors 2011-12
248,41,Mark Alarie,OK,Denver Nuggets 1986-87
249,41,Mark Alarie,OK,Washington Bullets 1987-88
250,41,Mark Alarie,OK,Washington Bullets 1988-89
251,41,Mark Alarie,OK,Washington Bullets 1989-90
252,41,Mark Alarie,OK,Washington Bullets 1990-91
253,42,Gary Alcorn,OK,Detroit Pistons 1959-60
254,42,Gary Alcorn,OK,Los Angeles Lakers 1960-61
255,43,Santi Aldama,OK,Memphis Grizzlies 2021-22
256,43,Santi Aldama,OK,Memphis Grizzlies 2022-23
257,44,Furkan Aldemir,OK,Philadelphia 76ers 2014-15
258,45,Cole Aldrich,OK,Oklahoma City Thunder 2010-11
259,45,Cole Aldrich,OK,Oklahoma City Thunder 2011-12
260,45,Cole Aldrich,OK,Houston Rockets 2012-13
261,45,Cole Aldrich,OK,Sacramento Kings 2012-13
262,45,Cole Aldrich,OK,New York Knicks 2013-14
263,45,Cole Aldrich,OK,New York Knicks 2014-15
264,45,Cole Aldrich,OK,Los Angeles Clippers 2015-16
265,45,Cole Aldrich,OK,Minnesota Timberwolves 2016-17
266,45,Cole Aldrich,OK,Minnesota Timberwolves 2017-18
267,46,LaMarcus Aldridge,OK,Portland Trail Blazers 2006-07
268,46,LaMarcus Aldridge,OK,Portland Trail Blazers 2007-08
269,46,LaMarcus Aldridge,OK,Portland Trail Blazers 2008-09
270,46,LaMarcus Aldridge,OK,Portland Trail Blazers 2009-10
271,46,LaMarcus Aldridge,OK,Portland Trail Blazers 2010-11
272,46,LaMarcus Aldridge,OK,Portland Trail Blazers 2011-12
273,46,LaMarcus Aldridge,OK,Portland Trail Blazers 2012-13
274,46,LaMarcus Aldridge,OK,Portland Trail Blazers 2013-14
275,46,LaMarcus Aldridge,OK,Portland Trail Blazers 2014-15
276,46,LaMarcus Aldridge,OK,San Antonio Spurs 2015-16
277,46,LaMarcus Aldridge,OK,San Antonio Spurs 2016-17
278,46,LaMarcus Aldridge,OK,San Antonio Spurs 2017-18
279,46,LaMarcus Aldridge,OK,San Antonio Spurs 2018-19
280,46,LaMarcus Aldridge,OK,San Antonio Spurs 2019-20
281,46,LaMarcus Aldridge,OK,San Antonio Spurs 2020-21
282,46,LaMarcus Aldridge,OK,Brooklyn Nets 2020-21
283,46,LaMarcus Aldridge,OK,Brooklyn Nets 2021-22
284,47,Chuck Aleksinas,OK,Golden State Warriors 1984-85
285,48,Cliff Alexander,OK,Portland Trail Blazers 2015-16
286,49,Cory Alexander,OK,San Antonio Spurs 1995-96
287,49,Cory Alexander,OK,San Antonio Spurs 1996-97
288,49,Cory Alexander,OK,San Antonio Spurs 1997-98
289,49,Cory Alexander,OK,Denver Nuggets 1997-98
290,49,Cory Alexander,OK,Denver Nuggets 1998-99
291,49,Cory Alexander,OK,Denver Nuggets 1999-00
292,49,Cory Alexander,OK,Orlando Magic 2000-01
293,49,Cory Alexander,OK,Charlotte Bobcats 2004-05
294,50,Courtney Alexander,OK,Dallas Mavericks 2000-01
295,50,Courtney Alexander,OK,Washington Wizards 2000-01
296,50,Courtney Alexander,OK,Washington Wizards 2001-02
297,50,Courtney Alexander,OK,New Orleans Hornets 2002-03
298,51,Gary Alexander,OK,Miami Heat 1993-94
299,51,Gary Alexander,OK,Cleveland Cavaliers 1993-94
300,52,Joe Alexander,OK,Milwaukee Bucks 2008-09
301,52,Joe Alexander,OK,Chicago Bulls 2009-10
302,53,Kyle Alexander,OK,Miami Heat 2019-20
303,54,Ty-Shon Alexander,OK,Phoenix Suns 2020-21
304,55,Victor Alexander,OK,Golden State Warriors 1991-92
305,55,Victor Alexander,OK,Golden State Warriors 1992-93
306,55,Victor Alexander,OK,Golden State Warriors 1993-94
307,55,Victor Alexander,OK,Golden State Warriors 1994-95
308,55,Victor Alexander,OK,Detroit Pistons 2001-02
309,56,Nickeil Alexander-Walker,OK,New Orleans Pelicans 2019-20
310,56,Nickeil Alexander-Walker,OK,New Orleans Pelicans 2020-21
311,56,Nickeil Alexander-Walker,OK,Utah Jazz 2021-22
312,56,Nickeil Alexander-Walker,OK,New Orleans Pelicans 2021-22
313,56,Nickeil Alexander-Walker,OK,Minnesota Timberwolves 2022-23
314,56,Nickeil Alexander-Walker,OK,Utah Jazz 2022-23
315,57,Bryce Alford,ERROR,
316,58,Steve Alford,OK,Dallas Mavericks 1987-88
317,58,Steve Alford,OK,Dallas Mavericks 1988-89
318,58,Steve Alford,OK,Golden State Warriors 1988-89
319,58,Steve Alford,OK,Dallas Mavericks 1989-90
320,58,Steve Alford,OK,Dallas Mavericks 1990-91
321,59,Rawle Alkins,OK,Chicago Bulls 2018-19
322,60,Bob Allen,OK,San Francisco Warriors 1968-69
323,61,Grayson Allen,OK,Utah Jazz 2018-19
324,61,Grayson Allen,OK,Memphis Grizzlies 2019-20
325,61,Grayson Allen,OK,Memphis Grizzlies 2020-21
326,61,Grayson Allen,OK,Milwaukee Bucks 2021-22
327,61,Grayson Allen,OK,Milwaukee Bucks 2022-23
328,62,Jarrett Allen,OK,Brooklyn Nets 2017-18
329,62,Jarrett Allen,OK,Brooklyn Nets 2018-19
330,62,Jarrett Allen,OK,Brooklyn Nets 2019-20
331,62,Jarrett Allen,OK,Brooklyn Nets 2020-21
332,62,Jarrett Allen,OK,Cleveland Cavaliers 2020-21
333,62,Jarrett Allen,OK,Cleveland Cavaliers 2021-22
334,62,Jarrett Allen,OK,Cleveland Cavaliers 2022-23
335,63,Jerome Allen,OK,Minnesota Timberwolves 1995-96
336,63,Jerome Allen,OK,Indiana Pacers 1996-97
337,63,Jerome Allen,OK,Denver Nuggets 1996-97
338,64,Kadeem Allen,OK,Boston Celtics 2017-18
339,64,Kadeem Allen,OK,New York Knicks 2018-19
340,64,Kadeem Allen,OK,New York Knicks 2019-20
341,65,Lavoy Allen,OK,Philadelphia 76ers 2011-12
342,65,Lavoy Allen,OK,Philadelphia 76ers 2012-13
343,65,Lavoy Allen,OK,Philadelphia 76ers 2013-14
344,65,Lavoy Allen,OK,Indiana Pacers 2013-14
345,65,Lavoy Allen,OK,Indiana Pacers 2014-15
346,65,Lavoy Allen,OK,Indiana Pacers 2015-16
347,65,Lavoy Allen,OK,Indiana Pacers 2016-17
348,66,Lucius Allen,OK,Seattle SuperSonics 1969-70
349,66,Lucius Allen,OK,Milwaukee Bucks 1970-71
350,66,Lucius Allen,OK,Milwaukee Bucks 1971-72
351,66,Lucius Allen,OK,Milwaukee Bucks 1972-73
352,66,Lucius Allen,OK,Milwaukee Bucks 1973-74
353,66,Lucius Allen,OK,Milwaukee Bucks 1974-75
354,66,Lucius Allen,OK,Los Angeles Lakers 1974-75
355,66,Lucius Allen,OK,Los Angeles Lakers 1975-76
356,66,Lucius Allen,OK,Los Angeles Lakers 1976-77
357,66,Lucius Allen,OK,Kansas City Kings 1977-78
358,66,Lucius Allen,OK,Kansas City Kings 1978-79
359,67,Malik Allen,OK,Miami Heat 2001-02
360,67,Malik Allen,OK,Miami Heat 2002-03
361,67,Malik Allen,OK,Miami Heat 2003-04
362,67,Malik Allen,OK,Miami Heat 2004-05
363,67,Malik Allen,OK,Charlotte Bobcats 2004-05
364,67,Malik Allen,OK,Chicago Bulls 2005-06
365,67,Malik Allen,OK,Chicago Bulls 2006-07
366,67,Malik Allen,OK,New Jersey Nets 2007-08
367,67,Malik Allen,OK,Dallas Mavericks 2007-08
368,67,Malik Allen,OK,Milwaukee Bucks 2008-09
369,67,Malik Allen,OK,Denver Nuggets 2009-10
370,67,Malik Allen,OK,Orlando Magic 2010-11
371,68,Randy Allen,OK,Sacramento Kings 1988-89
372,68,Randy Allen,OK,Sacramento Kings 1989-90
373,69,Ray Allen,OK,Milwaukee Bucks 1996-97
374,69,Ray Allen,OK,Milwaukee Bucks 1997-98
375,69,Ray Allen,OK,Milwaukee Bucks 1998-99
376,69,Ray Allen,OK,Milwaukee Bucks 1999-00
377,69,Ray Allen,OK,Milwaukee Bucks 2000-01
378,69,Ray Allen,OK,Milwaukee Bucks 2001-02
379,69,Ray Allen,OK,Milwaukee Bucks 2002-03
380,69,Ray Allen,OK,Seattle SuperSonics 2002-03
381,69,Ray Allen,OK,Seattle SuperSonics 2003-04
382,69,Ray Allen,OK,Seattle SuperSonics 2004-05
383,69,Ray Allen,OK,Seattle SuperSonics 2005-06
384,69,Ray Allen,OK,Seattle SuperSonics 2006-07
385,69,Ray Allen,OK,Boston Celtics 2007-08
386,69,Ray Allen,OK,Boston Celtics 2008-09
387,69,Ray Allen,OK,Boston Celtics 2009-10
388,69,Ray Allen,OK,Boston Celtics 2010-11
389,69,Ray Allen,OK,Boston Celtics 2011-12
390,69,Ray Allen,OK,Miami Heat 2012-13
391,69,Ray Allen,OK,Miami Heat 2013-14
392,70,Tony Allen,OK,Boston Celtics 2004-05
393,70,Tony Allen,OK,Boston Celtics 2005-06
394,70,Tony Allen,OK,Boston Celtics 2006-07
395,70,Tony Allen,OK,Boston Celtics 2007-08
396,70,Tony Allen,OK,Boston Celtics 2008-09
397,70,Tony Allen,OK,Boston Celtics 2009-10
398,70,Tony Allen,OK,Memphis Grizzlies 2010-11
399,70,Tony Allen,OK,Memphis Grizzlies 2011-12
400,70,Tony Allen,OK,Memphis Grizzlies 2012-13
401,70,Tony Allen,OK,Memphis Grizzlies 2013-14
402,70,Tony Allen,OK,Memphis Grizzlies 2014-15
403,70,Tony Allen,OK,Memphis Grizzlies 2015-16
404,70,Tony Allen,OK,Memphis Grizzlies 2016-17
405,70,Tony Allen,OK,New Orleans Pelicans 2017-18
406,71,Odis Allison,OK,Golden State Warriors 1971-72
407,72,Lance Allred,OK,Cleveland Cavaliers 2007-08
408,73,Darrell Allums,OK,Dallas Mavericks 1980-81
409,74,Morris Almond,OK,Utah Jazz 2007-08
410,74,Morris Almond,OK,Utah Jazz 2008-09
411,74,Morris Almond,OK,Washington Wizards 2011-12
412,75,Derrick Alston,OK,Philadelphia 76ers 1994-95
413,75,Derrick Alston,OK,Philadelphia 76ers 1995-96
414,75,Derrick Alston,OK,Atlanta Hawks 1996-97
415,76,Rafer Alston,OK,Milwaukee Bucks 1999-00
416,76,Rafer Alston,OK,Milwaukee Bucks 2000-01
417,76,Rafer Alston,OK,Milwaukee Bucks 2001-02
418,76,Rafer Alston,OK,Toronto Raptors 2002-03
419,76,Rafer Alston,OK,Miami Heat 2003-04
420,76,Rafer Alston,OK,Toronto Raptors 2004-05
421,76,Rafer Alston,OK,Houston Rockets 2005-06
422,76,Rafer Alston,OK,Houston Rockets 2006-07
423,76,Rafer Alston,OK,Houston Rockets 2007-08
424,76,Rafer Alston,OK,Houston Rockets 2008-09
425,76,Rafer Alston,OK,Orlando Magic 2008-09
426,76,Rafer Alston,OK,New Jersey Nets 2009-10
427,76,Rafer Alston,OK,Miami Heat 2009-10
428,77,Peter Aluma,OK,Sacramento Kings 1998-99
429,78,Jose Alvarado,OK,New Orleans Pelicans 2021-22
430,78,Jose Alvarado,OK,New Orleans Pelicans 2022-23
431,79,John Amaechi,OK,Cleveland Cavaliers 1995-96
432,79,John Amaechi,OK,Orlando Magic 1999-00
433,79,John Amaechi,OK,Orlando Magic 2000-01
434,79,John Amaechi,OK,Utah Jazz 2001-02
435,79,John Amaechi,OK,Utah Jazz 2002-03
436,80,Ashraf Amaya,OK,Vancouver Grizzlies 1995-96
437,80,Ashraf Amaya,OK,Washington Bullets 1996-97
438,81,Alade Aminu,ERROR,
439,82,Al-Farouq Aminu,OK,Los Angeles Clippers 2010-11
440,82,Al-Farouq Aminu,OK,New Orleans Hornets 2011-12
441,82,Al-Farouq Aminu,OK,New Orleans Hornets 2012-13
442,82,Al-Farouq Aminu,OK,New Orleans Pelicans 2013-14
443,82,Al-Farouq Aminu,OK,Dallas Mavericks 2014-15
444,82,Al-Farouq Aminu,OK,Portland Trail Blazers 2015-16
445,82,Al-Farouq Aminu,OK,Portland Trail Blazers 2016-17
446,82,Al-Farouq Aminu,OK,Portland Trail Blazers 2017-18
447,82,Al-Farouq Aminu,OK,Portland Trail Blazers 2018-19
448,82,Al-Farouq Aminu,OK,Orlando Magic 2019-20
449,82,Al-Farouq Aminu,OK,Orlando Magic 2020-21
450,82,Al-Farouq Aminu,OK,Chicago Bulls 2020-21
451,83,Louis Amundson,OK,Utah Jazz 2006-07
